,project_name,goal,sub_category,main_category,launched,deadline,campaign_length,predicted_bert
8316,Karen Refugee Music Project: Bearing Witness Through the Beauty and Power of Song,4030.0,World Music,Music,2010-05-28 05:26:20,2010-07-07 13:07:00,40,Music
8317,Ticket Overflow,420.0,Technology,Technology,2015-02-24 19:21:37,2015-03-26 18:21:37,29,Film & Video
8318,Build a Bar and Seating for Dudley's Bistro,4500.0,Restaurants,Food,2015-12-28 04:10:38,2016-01-27 01:20:00,29,Food
8319,"Funding needed to self publish memoir, My Bipolar Son.",3000.0,Photography,Photography,2010-08-13 23:10:25,2010-10-07 17:49:00,54,Publishing
8320,How to draw Hands. 40 drawing tutorials.,150.0,Comic Books,Comics,2014-11-10 18:59:57,2014-12-28 18:59:57,48,Art
8321,SacPoe's New Year Donor Drive,700.0,Performance Art,Art,2016-01-20 23:33:43,2016-01-30 23:33:43,10,Music
8322,A Penned Heart,7000.0,Poetry,Publishing,2012-01-05 15:01:43,2012-02-04 15:01:43,30,Publishing
8323,Remembrance of Time,3000.0,Video Games,Games,2013-12-05 01:48:27,2014-01-04 01:48:27,30,Film & Video
8324,SeezMics doesn't have your money... yet.,2000.0,Mixed Media,Art,2014-01-15 18:26:07,2014-02-14 18:26:07,30,Technology
8325,Tremolo Train Tour,2000.0,Country & Folk,Music,2011-07-22 18:33:34,2011-09-20 18:33:34,60,Music
8326,Amen - Evan Lamont's Debut Album,3000.0,Music,Music,2015-02-05 18:30:45,2015-03-07 18:30:45,30,Music
8327,LEMON LIGHTS Debut Album + busking Tour 2016,3650.0,World Music,Music,2015-11-03 16:01:03,2016-01-01 12:34:00,58,Music
8328,The Dancing Doge,64200.0,Webseries,Film & Video,2015-11-20 21:56:07,2015-12-20 21:56:07,30,Film & Video
8329,"The ManBuffer | Cooler, Cupholder, Armrest and more!",10000.0,Product Design,Design,2014-10-15 03:02:23,2014-11-12 03:02:23,28,Design
8330,SNOW BLACK SUNDAY California Tour,2000.0,Rock,Music,2012-02-03 20:23:58,2012-04-03 20:23:58,60,Music
8331,20th Anniversary Celebration Recording,10000.0,Music,Music,2014-04-04 02:44:23,2014-05-04 02:44:23,30,Music
8332,Life ain't easy!,2500.0,Plays,Theater,2014-07-09 18:33:24,2014-08-23 18:33:24,45,Film & Video
8333,"""SISTERS"" - Bonds Destroyed by the Unimaginable.",5000.0,Shorts,Film & Video,2013-07-08 20:20:15,2013-08-07 20:20:15,30,Film & Video
8334,Cooperative Press: indie fiber+fashion publishing,5000.0,Publishing,Publishing,2011-03-31 23:04:23,2011-04-30 23:04:23,30,Publishing
8335,BlockShop,3200.0,Video Games,Games,2016-07-07 23:28:12,2016-08-06 23:28:12,30,Technology
8336,BluRock Cafe' - You will love it here!,30000.0,Food,Food,2013-11-25 23:31:19,2014-01-01 08:59:00,36,Food
8337,Joy Ride x JaKob Owens - Lizzy Ashliegh Music Video Funding,2600.0,Music Videos,Film & Video,2014-11-24 23:58:33,2014-12-24 23:58:33,30,Music
8338,Public Radio is nothing without you...,8000.0,Indie Rock,Music,2010-12-18 19:43:16,2011-03-18 18:43:16,89,Publishing
8339,Spooky Cheddar | PYR?M?D MUS?C Album and Tour,750.0,Electronic Music,Music,2012-05-30 04:01:04,2012-06-29 04:01:04,30,Music
8340,Newburgh: Portrait of a City Exhibition,4000.0,Photography,Photography,2012-05-06 18:12:14,2012-06-05 18:12:14,30,Art
8341,Premium Organic Olive Oil from Spain w/ California Heritage,20000.0,Food,Food,2014-03-09 22:57:07,2014-04-09 23:57:07,31,Food
8342,Buy hair and beauty products 24hrs from a vending machine,5000.0,Wearables,Technology,2015-04-01 04:13:00,2015-05-01 04:13:00,30,Technology
8343,Squimley and the Woolens Make a Record!,1500.0,Music,Music,2014-09-02 06:02:18,2014-10-01 06:02:18,29,Music
8344,Shelby's Turn,20000.0,Narrative Film,Film & Video,2012-09-06 01:56:51,2012-10-06 05:11:00,30,Film & Video
8345,A is for Aye-Aye: An Abecedarian Adventure,14900.0,Shorts,Film & Video,2014-04-23 14:45:32,2014-05-27 06:00:00,33,Publishing
8346,Stay Calm & Carry On Album (Canceled),5000.0,Rock,Music,2012-04-15 08:36:31,2012-06-14 08:36:31,60,Music
8347,Chartreuse: Transatlantic Tour: Music of the Now in Norway,2000.0,Classical Music,Music,2012-12-12 06:43:15,2012-12-26 06:43:15,14,Music
8348,Eat a Bowl of Ramen in all 47 Prefectures of Japan,4000.0,Restaurants,Food,2014-08-14 01:36:37,2014-10-13 01:36:37,60,Food
8349,Kotaigrill: The modern welded steel hibachi grill,35000.0,Product Design,Design,2011-12-23 00:30:33,2012-02-01 05:59:00,40,Design
8350,TERRA. Share land. Share beauty.,77000.0,Web,Technology,2016-05-22 14:46:55,2016-06-30 14:46:55,39,Technology
8351,Rendezvous Photography Book Project,16000.0,Animals,Photography,2016-05-04 12:12:01,2016-06-16 00:11:00,42,Photography
8352,You Smell,10500.0,Product Design,Design,2011-11-30 03:57:01,2011-12-30 03:57:01,30,Film & Video
8353,"Children's Book For New Dad's ""Why Are You Crying?""",10500.0,Children's Books,Publishing,2012-10-16 17:38:58,2012-11-30 17:38:58,45,Publishing
8354,Come With Me to the Ends of the Earth (Canceled),2500.0,Documentary,Film & Video,2009-09-14 02:27:27,2009-12-02 01:00:00,78,Film & Video
8355,Ouya BOOMz!,10000.0,Video Games,Games,2014-04-01 21:36:17,2014-05-01 21:36:17,30,Games
8356,Custom Sneaker Box,5400.0,Woodworking,Crafts,2015-04-08 23:40:24,2015-05-08 23:40:24,30,Fashion
8357,It's Not Just About Richard Grossman,15000.0,Documentary,Film & Video,2012-08-06 15:14:51,2012-08-27 15:14:51,21,Film & Video
8358,On Demande App Services,15000.0,Apps,Technology,2015-03-11 06:48:07,2015-04-10 07:38:48,30,Technology
8359,CUBOS hardwood shape sorting toy (Made in Canada),20000.0,Product Design,Design,2015-08-15 17:02:35,2015-09-20 07:59:00,35,Design
8360,Kingdom of NPC,6000.0,Games,Games,2014-05-30 17:38:33,2014-06-29 17:38:33,30,Games
8361,Press the new America Owns the Moon Record on Vinyl!,1500.0,Indie Rock,Music,2010-06-23 21:41:13,2010-08-01 20:39:00,38,Music
8362,Art and Gifts,1800.0,Product Design,Design,2014-09-30 15:32:28,2014-10-22 03:00:00,21,Art
8363,"Notes on a Case of Melancholia, Or: A Little Death",25000.0,Graphic Novels,Comics,2014-12-02 19:46:03,2014-12-23 03:00:00,20,Publishing
8364,Airbnb Support Services Offering,50000.0,Web,Technology,2015-07-13 17:50:33,2015-08-02 17:50:33,20,Technology
8365,"The Gentleman's Query, A Refined Coin Series - Coin #1",1500.0,Games,Games,2015-05-11 13:15:31,2015-06-01 22:00:00,21,Design
8366,"Universal iphone, Smartphone & Tablet Tripod Mount",5000.0,Product Design,Design,2013-12-02 17:51:45,2014-01-21 17:51:45,50,Design
8367,GIOBBI,10000.0,Documentary,Film & Video,2016-03-22 01:31:28,2016-05-21 02:31:28,60,Technology
8368,PrepSail  'Learn to sail online',5000.0,Web,Technology,2015-11-05 03:23:19,2016-01-04 03:23:19,60,Technology
8369,CDSS Data Breach Readiness Assessment Tool Application,19320.0,Apps,Technology,2015-05-27 21:26:44,2015-06-26 21:26:44,30,Technology
8370,Sin's Virtue (Working Title (Canceled),1000.0,Fiction,Publishing,2014-12-08 12:26:10,2015-02-06 12:26:10,60,Film & Video
8371,Outside Man (Canceled),5000.0,Webseries,Film & Video,2011-09-02 22:41:32,2011-10-12 21:00:00,39,Film & Video
8372,The Theatre Transplant Project,2000.0,Performance Art,Art,2012-12-11 00:35:39,2013-01-11 00:00:00,30,Theater
8373,Help Me Give It Away,10.0,Fiction,Publishing,2014-12-02 21:29:17,2015-01-18 21:29:17,47,Music
8374,The Theatre Lab,1000.0,Theater,Theater,2012-06-19 06:47:22,2012-07-06 08:59:00,17,Theater
8375,Hidden Heroes: The Board Game (Canceled),135000.0,Tabletop Games,Games,2015-05-15 23:33:25,2015-06-14 23:33:25,30,Games
8376,LIGTHART's COMEBACK,5000.0,Mixed Media,Art,2015-06-30 12:43:20,2015-07-30 12:43:20,30,Music
8377,"""CAP-IT"" - THE NEW HOME FOR YOUR HAT",50000.0,Product Design,Design,2016-11-01 09:31:06,2016-12-01 10:31:06,30,Fashion
8378,Retro handmade Wallet by purely handmade,200.0,Crafts,Crafts,2016-11-15 16:47:18,2016-11-29 16:47:18,14,Fashion
8379,North Carolina BBQ Chips & Sauces ... Eastern style recipes,99990.0,Farms,Food,2015-01-17 02:08:42,2015-02-18 22:16:00,32,Food
8380,Ti Cubes - The Ultimate Titanium Chilling Cubes,2000.0,Product Design,Design,2013-11-06 18:19:02,2013-12-06 18:19:02,30,Design
8381,Nature Nate's LLC invention for tasty healthy popped sorghum,5000.0,Food,Food,2016-01-29 22:04:40,2016-02-28 22:04:40,30,Food
8382,Josh Cotts & The Music's Second Album!,5000.0,Faith,Music,2015-06-16 21:35:09,2015-07-16 21:35:09,30,Music
8383,Everything's Relative,1100.0,Shorts,Film & Video,2013-01-14 21:13:45,2013-02-01 05:59:00,17,Film & Video
8384,Viktoria Tocca LIVE at the Metropolitan Room,50000.0,Music,Music,2015-03-03 19:38:07,2015-04-05 00:00:00,32,Music
8385,"Jump-start ""Sarah and the Suit"" - April 26 @ Douglas Corner!",2000.0,Pop,Music,2014-03-25 14:27:32,2014-04-19 15:27:32,25,Theater
8386,Cannons and Clouds are hitting the road!,1200.0,Indie Rock,Music,2011-04-17 02:29:39,2011-05-02 02:29:39,15,Music
8387,Asteroids Minesweeper,500.0,Video Games,Games,2015-07-15 12:00:36,2015-08-14 12:00:36,30,Games
8388,Woman-owned:  The magazine for women business owners,45000.0,Periodicals,Publishing,2012-06-26 23:47:10,2012-08-10 23:47:10,45,Publishing
8389,MyBookTable 3,5000.0,Web,Technology,2016-08-27 22:28:22,2016-09-30 01:00:00,33,Technology
8390,The Ray Project: The Man Corporations Love to Hate,18000.0,Documentary,Film & Video,2010-11-10 02:32:51,2010-12-23 02:32:51,43,Film & Video
8391,"Rob Ernest & The Real Malloys ""Live from Old Town"" Album",1500.0,Country & Folk,Music,2012-11-12 23:53:19,2013-01-09 05:49:00,57,Music
8392,A multiplayer game with an end goal,20000.0,Video Games,Games,2013-07-17 20:03:59,2013-08-16 20:03:59,30,Games
8393,Air-Heart: Mirror's Edge - A Graphic Novel by Derik Diaz,2000.0,Comics,Comics,2011-10-31 21:04:49,2011-12-30 22:04:49,60,Comics
8394,Tee Fish by T. Fish,250.0,Fashion,Fashion,2014-09-24 10:49:18,2014-10-24 10:49:18,30,Fashion
8395,At the Doorway,1500.0,Illustration,Art,2016-10-12 18:10:14,2016-11-11 18:10:14,30,Film & Video
8396,Up on the Hill,4000.0,Music Videos,Film & Video,2015-05-17 22:17:29,2015-06-16 22:17:29,30,Film & Video
8397,We Need Greens for our Kitchenette LP (CD and download),3000.0,Music,Music,2016-06-15 19:32:17,2016-07-06 23:00:00,21,Music
8398,Afro Thunder,3000.0,Fashion,Fashion,2012-03-22 03:26:22,2012-05-06 04:26:22,45,Film & Video
8399,Akio & The Dream World,15000.0,Children's Books,Publishing,2014-11-26 14:06:42,2014-12-26 14:06:42,30,Publishing
8400,Ready To Play Storage solution for the game Small World,2400.0,Tabletop Games,Games,2014-10-25 08:28:45,2014-11-17 05:00:00,22,Games
8401,Wagner's Ring Cycle Operas Live For Everyone,30000.0,Classical Music,Music,2013-01-11 00:52:33,2013-02-10 00:52:33,30,Music
8402,Living in Daddy's Closet,50000.0,Fiction,Publishing,2012-12-07 05:08:20,2013-02-05 05:08:20,60,Film & Video
8403,MALICE: Emergence,5000.0,Science Fiction,Film & Video,2016-07-17 16:49:38,2016-08-20 05:59:00,33,Games
8404,Hero of Legends,50000.0,Video Games,Games,2015-04-09 20:02:01,2015-05-04 20:02:01,25,Games
8405,Maricón,25000.0,Documentary,Film & Video,2014-07-21 11:12:18,2014-08-20 11:12:18,30,Games
8406,BULL: Men's Fiction  New BULL relaunch,1100.0,Fiction,Publishing,2012-01-27 21:15:11,2012-02-27 04:00:00,30,Publishing
8407,HOUND *Feature Film*,3500.0,Drama,Film & Video,2014-11-21 18:33:45,2014-12-21 18:33:45,30,Film & Video
8408,Transitions,5000.0,Music,Music,2011-08-06 14:17:02,2011-09-16 02:00:00,40,Film & Video
8409,Alleanza Comic,300.0,Comics,Comics,2015-09-16 14:21:33,2015-10-21 14:21:33,35,Comics
8410,Wraptor - Take Control of Your MacBook Charger's Cords,75000.0,Product Design,Design,2014-10-29 01:30:06,2014-11-28 02:30:06,30,Design
8411,Eldritch Skies,5000.0,Games,Games,2011-02-10 12:38:44,2011-05-12 12:38:44,91,Games
8412,"Heroes of Newerth Tournament at Gencon 2013, GenHoN Lives!",1000.0,Video Games,Games,2013-08-05 21:54:23,2013-08-24 06:00:00,18,Games
8413,Whos your daddy,8500.0,Web,Technology,2015-12-28 17:10:29,2016-02-26 17:10:29,60,Film & Video
8414,TANKY DRONE: Insanely Fast FPV Racing Quadcopter,150000.0,Flight,Technology,2016-10-25 18:57:49,2016-12-09 18:57:49,45,Technology
8415,Burlesque Love! Backlot Boudoir Productions Expansion Drive!,2500.0,Theater,Theater,2014-07-24 05:46:54,2014-08-23 05:46:54,30,Theater
8416,RPG & TableTop Gaming Audio Collection,5000.0,Tabletop Games,Games,2014-10-28 20:24:32,2014-11-27 21:24:32,30,Games
8417,Goon Squad Clothing: Street Wear For Everyone!,5000.0,Apparel,Fashion,2015-07-20 23:48:16,2015-08-19 23:48:16,30,Fashion
8418,Modernizm Art Zine #3: The Texas Issue,650.0,Periodicals,Publishing,2011-08-14 10:44:45,2011-09-13 10:44:45,30,Publishing
8419,"Nate Fredrick ""Save Me One Last Dance"" EP",3500.0,Music,Music,2014-08-08 18:49:13,2014-09-07 18:49:13,30,Music
8420,Vehicular Abstraction: A Public Art Car Experience,3000.0,Public Art,Art,2012-07-20 14:10:16,2012-08-04 03:58:00,14,Art
8421,"""TV Man: The Search for the Last Independent Dealer""",132765.0,Documentary,Film & Video,2010-12-11 00:01:24,2011-03-10 09:01:00,89,Film & Video
8422,Factotum of the City- A Documentary,3500.0,Documentary,Film & Video,2013-03-28 23:13:20,2013-04-10 00:13:20,12,Film & Video
8423,Chicago Design Museum2014 Summer Exhibition!,50000.0,Design,Design,2014-03-31 15:28:47,2014-05-03 02:00:00,32,Design
8424,Sex With Homeless Old Lady (Suspended),10000.0,Comedy,Film & Video,2015-06-28 19:28:35,2015-08-27 19:28:35,60,Film & Video
8425,Tall Tails Puzzle Adventure,150000.0,Puzzles,Games,2014-05-19 19:22:37,2014-06-19 07:22:00,30,Games
8426,Balteus Belt,8000.0,Apparel,Fashion,2014-11-18 21:17:25,2015-01-01 02:00:00,43,Fashion
8427,Latin Jazz Big Band Album Featuring Hilario Duran,6500.0,Music,Music,2014-03-10 00:18:34,2014-05-09 01:18:34,60,Music
8428,"""The Ultimate 7"" Vol. 1 Graphic Novel",2500.0,Comics,Comics,2012-12-16 20:28:16,2013-02-14 08:23:00,59,Comics
8429,Tripty Project: Ethically Made in Bangladesh,22000.0,Fashion,Fashion,2015-08-10 17:29:09,2015-09-11 00:00:00,31,Fashion
8430,World Peace / Inner Peace 2016 Calander,122.0,Calendars,Publishing,2015-12-07 22:50:36,2016-01-02 02:00:00,25,Art
8431,When Dragons Returned,3300.0,Fiction,Publishing,2016-02-02 09:44:11,2016-03-01 09:44:11,28,Publishing
8432,Diary of a Dead Girl: An Anne Frank/Genocide Story (book),3000.0,Fiction,Publishing,2012-04-05 02:44:06,2012-05-05 02:44:06,30,Publishing
8433,Glauqueland - Patrimoines oubliés,8000.0,Art Books,Publishing,2015-05-27 06:49:47,2015-07-03 23:59:00,37,Publishing
8434,Rory O'Keeffe is a Fussy Eater - Edinburgh Show,906.0,Theater,Theater,2014-03-30 16:13:35,2014-04-17 01:00:00,17,Theater
8435,Filmharmonic Brass: The Music of John Williams (Recording),12500.0,Classical Music,Music,2015-09-23 01:13:41,2015-10-14 01:13:41,21,Music
8436,Mozart of Rap,2000.0,Narrative Film,Film & Video,2012-04-22 17:31:57,2012-05-22 17:31:57,30,Music
8437,Nakie. Change the way women experience panties,10000.0,Apparel,Fashion,2016-03-01 16:15:50,2016-03-31 16:15:50,30,Fashion
8438,A Bicycle Built for Two Billion: A Memoir & Family Book Tour,8500.0,Nonfiction,Publishing,2014-11-25 06:52:21,2015-01-01 08:30:00,37,Publishing
8439,SearchNCU Storm Chasers,2500.0,Action,Film & Video,2014-08-22 22:19:27,2014-10-21 22:19:27,60,Technology
8440,The Obtineo Range: 100% Designed and Crafted in the UK,7000.0,Product Design,Design,2014-03-24 18:52:48,2014-04-23 19:52:48,30,Fashion
8441,Creating a Truly Sustainable Future,20000.0,Academic,Publishing,2014-10-20 20:23:22,2014-11-19 20:23:22,30,Publishing
8442,The Apocalypse of John at NYC and Philly Fringe Festival,2000.0,Theater,Theater,2012-03-22 18:11:08,2012-05-21 19:11:08,60,Theater
8443,MAGE: Create Mobile Games & Apps Without Any Coding,2500.0,Apps,Technology,2015-03-17 02:00:11,2015-05-16 03:00:11,60,Technology
8444,The Question: A Survivor's Guide by Malachi Douglas,2600.0,Nonfiction,Publishing,2013-06-12 05:37:06,2013-08-11 05:37:06,60,Publishing
8445,Kod? Magazine,3000.0,Indie Rock,Music,2010-12-16 20:26:02,2011-02-28 06:00:00,73,Publishing
8446,Urban Garden Designs - Grow What You Eat,5000.0,Woodworking,Crafts,2015-07-21 22:51:04,2015-08-20 22:51:04,30,Design
8447,Pixel Wars,1000.0,Video Games,Games,2015-08-18 20:29:53,2015-09-17 20:29:53,30,Games
8448,Jumbo Jets - Jet Set Expansion Set #2,3950.0,Tabletop Games,Games,2016-04-08 00:50:51,2016-05-08 00:50:51,30,Games
8449,Frozen,4000.0,Theater,Theater,2012-06-13 23:20:46,2012-06-29 08:59:00,15,Film & Video
8450,Help Me Record My Second EP!,200.0,Music,Music,2015-05-25 01:22:20,2015-06-15 01:22:20,21,Music
8451,SMART OUTLET,20000.0,Hardware,Technology,2014-09-25 14:00:39,2014-10-25 14:00:39,30,Technology
8452,ZAX Snax Food Truck,10000.0,Food Trucks,Food,2015-02-24 02:38:10,2015-03-26 01:38:10,29,Food
8453,The Vacay Watch,29800.0,Product Design,Design,2016-04-19 06:27:09,2016-05-19 06:27:09,30,Design
8454,"UAV Drones, Collateral Damage and International Law",5000.0,Flight,Technology,2015-07-06 17:28:34,2015-08-05 17:28:34,30,Technology
8455,Critical Chips- a contemporary comics essay zine,3900.0,Comic Books,Comics,2016-10-03 14:50:25,2016-11-01 13:50:25,28,Comics
8456,Myrtle Beach Fit Body Boot Camp,30000.0,Workshops,Dance,2016-11-18 15:55:42,2016-12-18 15:55:42,30,Fashion
8457,The Story of Modern India,3500.0,Nonfiction,Publishing,2013-10-15 12:12:03,2013-11-14 12:12:03,30,Film & Video
8458,Geometry (Canceled),1000.0,Mixed Media,Art,2015-10-07 22:42:35,2015-11-06 22:42:35,30,Games
8459,The Pizza Pack - The Creation of the Injection Molds,30000.0,Product Design,Design,2013-06-23 19:31:05,2013-07-23 19:31:05,30,Design
8460,A Bum's Life,1500.0,Shorts,Film & Video,2011-09-20 05:22:59,2011-10-20 05:22:59,30,Film & Video
8461,AVCO Youth Concerto Competition Winners Concert,2500.0,Classical Music,Music,2012-12-18 19:09:55,2013-01-18 18:00:00,30,Music
8462,QR Poems,500.0,Digital Art,Art,2012-03-08 20:58:58,2012-03-29 20:58:58,21,Publishing
8463,Evan Phillips - Silhouettes,3000.0,Music,Music,2015-01-22 21:31:58,2015-02-12 21:31:58,21,Music
8464,"COLUMBINE: Looking Back, Looking Back (Canceled)",8000.0,Documentary,Film & Video,2013-10-15 18:48:50,2013-11-14 18:48:50,30,Film & Video
8465,Acrylic Galaxy Paintings,800.0,Painting,Art,2015-04-15 00:47:38,2015-05-15 00:47:38,30,Art
8466,Matt Maggiacomo - When I Was Your Age (New Album!),1700.0,Indie Rock,Music,2011-06-22 19:03:29,2011-08-11 00:00:00,49,Music
8467,Vortex - MMORPG (Canceled),7500.0,Video Games,Games,2011-11-21 18:40:49,2012-01-20 18:40:49,60,Games
8468,SpaceTeam,4000.0,Webseries,Film & Video,2011-02-02 04:56:14,2011-03-04 04:56:14,30,Games
8469,Creative & inspirational place for web-designers,30000.0,Graphic Design,Design,2014-11-12 23:29:53,2014-12-12 23:29:53,30,Design
8470,KILGORE,10000.0,Shorts,Film & Video,2012-03-25 06:53:26,2012-04-24 06:53:26,30,Film & Video
8471,Hungry Dogs is an Endless Running App,20000.0,Games,Games,2013-02-13 02:08:18,2013-03-25 01:08:18,39,Games
8472,Celestial Community Live,65000.0,Music,Music,2016-11-19 22:44:49,2017-01-18 22:44:49,60,Music
8473,CHRISTOPHER'S NEW YORK ORGANIC DEODORANT (Canceled),7500.0,Ready-to-wear,Fashion,2015-09-01 00:08:48,2015-10-01 05:59:00,30,Fashion
8474,YOU ARE HERE TIME BASED ARTS FESTIVAL (AKA THE MAZE),15000.0,Conceptual Art,Art,2012-05-16 15:14:47,2012-07-15 15:14:47,60,Theater
8475,North Georgia Veteran's Outreach Center PSA 1,20000.0,Webseries,Film & Video,2015-01-08 21:10:40,2015-03-08 23:00:00,59,Art
8476,Drone Mat,10000.0,Hardware,Technology,2016-07-20 05:49:29,2016-08-19 05:49:29,30,Technology
8477,Cats against Humans,1000.0,Games,Games,2015-04-03 21:25:23,2015-05-03 21:25:23,30,Games
8478,"BoostMe ""Entertain the World"" App",50000.0,Apps,Technology,2016-05-10 17:40:57,2016-06-09 17:40:57,30,Technology
8479,Residuum Factor: Neo-Genesis,50000.0,Video Games,Games,2014-01-23 00:49:43,2014-02-22 00:49:43,30,Games
8480,Mr. Majid's Tea with Shirin - A new Graphic novel,2000.0,Graphic Novels,Comics,2014-09-29 11:29:52,2014-11-08 22:00:00,40,Comics
8481,Carobella luxury shoes specialising in large sizes for woman,1000.0,Footwear,Fashion,2016-06-14 19:38:01,2016-07-14 19:38:01,30,Fashion
8482,MIRABELLA  - Turn an ordinary look into extraordinary style©,25000.0,Accessories,Fashion,2015-05-18 19:27:04,2015-06-17 19:27:04,30,Fashion
8483,Light & Colors,500.0,Painting,Art,2015-03-09 19:50:44,2015-04-08 20:50:44,30,Art
8484,Shredded Mealz LLC.,2080.0,Restaurants,Food,2016-01-12 22:23:53,2016-02-03 22:23:53,22,Food
8485,SolNigma Art Prints and Apparel,5000.0,Digital Art,Art,2015-01-25 02:40:38,2015-03-26 01:40:38,59,Art
8486,"The Approach & The Execution Album #2 ""Kings Among Runaways""",3000.0,Rock,Music,2013-09-25 01:10:59,2013-11-01 00:59:00,36,Music
